Common name,GPCRdb ID,Type,Reference ligand,Fold selectivity (Affinity),# tested GPCRs (Affinity),Species,Mol weight,Rot bonds,H don,H acc,LogP,Smiles
5-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}pentyl-4-(2'-pyrimidyl)piperazine,215237,Smallmolecule,UNDEFINED,1,2,Human,460,12,0,6,4.6,COC1=CC=CC(=C1)CCC2=CC=CC=C2OCCCCCN3CCN(CC3)C4=NC=CC=N4
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(N-methyl)piperazine,215238,Smallmolecule,UNDEFINED,1,2,Human,354,8,0,4,3.1,CN1CCN(CC1)CCOC2=CC=CC=C2CCC3=CC(=CC=C3)OC
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-4-(3'-methyl)piperazine,215239,Smallmolecule,UNDEFINED,1,2,Human,368,9,0,4,3.5,CN1CCN(CC1)CCCOC2=CC=CC=C2CCC3=CC(=CC=C3)OC
4-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-4-(N-methyl)piperazine,215240,Smallmolecule,UNDEFINED,1,2,Human,382,10,0,4,3.9,CN1CCN(CC1)CCCCOC2=CC=CC=C2CCC3=CC(=CC=C3)OC
5-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}pentyl-4-(N-methyl)piperazine,215241,Smallmolecule,UNDEFINED,1,2,Human,396,11,0,4,4.3,CN1CCN(CC1)CCCCCOC2=CC=CC=C2CCC3=CC(=CC=C3)OC
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-(3,4-dihydroisoquinoline),215242,Smallmolecule,UNDEFINED,1,2,PDSPKiDatabase,387,8,0,3,4.9
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-(3,4-dihydroisoquinoline),215243,Smallmolecule,UNDEFINED,1,2,PDSPKiDatabase,401,9,0,3,5.3
4{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-(3,4-dihydroisoquinoline),215244,Smallmolecule,UNDEFINED,1,2,PDSPKiDatabase,415,10,0,3,5.7
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-(6,7-dimethoxy-3,4-dihydroisoquinoline),215246,Smallmolecule,UNDEFINED,1,pKi,PDSPKiDatabase,447,10,0,5
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-(6,7-dimethoxy-3,4-dihydroisoquinoline),215247,Smallmolecule,UNDEFINED,1,pKi,PDSPKiDatabase,461,11,0,5
4-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-(6,7-dimethoxy-3,4-dihydroisoquinoline),215248,Smallmolecule,UNDEFINED,1,pKi,PDSPKiDatabase,475,12,0,5
5-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-(6,7-dimethoxy-3,4-dihydroisoquinoline),215249,Smallmolecule,UNDEFINED,1,pKi,PDSPKiDatabase,489,13,0,5
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(3'-chlorophenyl)piperazine,215250,Smallmolecule,UNDEFINED,1,2,Human,450,9,0,4,5.3,COC1=CC=CC(=C1)CCC2=CC=CC=C2OCCN3CCN(CC3)C4=CC(=CC=C4)Cl
CHEMBL484210,183739,Smallmolecule,None,-,1,Human,414,8,1,3,5.1,CCCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2c(F)ccc(OC)c2C1
CHEMBL484210,183739,Smallmolecule,None,-,1,Human,414,8,1,3,5.1,CCCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2c(F)ccc(OC)c2C1
3-{[3-(5-Fluoro-1H-indol-3-yl)propyl](propyl)amino}chromane-5-carboxamide,215413,Smallmolecule,UNDEFINED,-,1,Human,409,8,2,3,4.1,CCCN(CCCC1=CNC2=C1C=C(C=C2)F)C3CC4=C(C=CC=C4OC3)C(=O)N
(-)-3-{Cyclobutyl[3-(5-fluoro-1H-indol-3-yl)propyl]amino}chromane-,215414,Smallmolecule,UNDEFINED,-,1,Human,457,7,2,3,4.6,C1CC(C1)N(CCCC2=CNC3=C2C=C(C=C3)F)C4CC5=C(C=CC=C5OC4)C(=O)N.Cl
(3R)-(-)-8-Fluoro-3-{[(6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl)methyl]amino}chromane-5-carboxamide,215417,Smallmolecule,UNDEFINED,7.5,pKi,PDSPKiDatabase,411,4,3
(3R)-(-)-8-Fluoro-3-[{[6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl]methyl}(propyl)amino]chromane-5-carboxamide,215418,Smallmolecule,UNDEFINED,8.1,pKi,PDSPKiDatabase,453,6,2
(3R)-(-)-3-((Cyclopropylmethyl){[6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl]methyl}amino)-8-fluorochromane-5-carboxamide,215419,Smallmolecule,UNDEFINED,8,pKi,PDSPKiDatabase,465,6,2
N-(2-(4-(2-methoxyphenyl)piperazin-1-yl)ethyl)-N-(pyridin-2-yl)cyclohexanecarboxamidetrihydrochloride,215420,Smallmolecule,UNDEFINED,-,1,Human,458,7,0,5,4.2,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4.Cl
N-cyclopropyl-4-(1-(2-((S)-2,3-dihydrobenzo[b][1,4]dioxin-2-yl)ethyl)piperidin-3-yl)pyrimidin-2-amine,215424,Smallmolecule,UNDEFINED,-,pKi,PDSPKiDatabase,380,6,1,6
2-(4-{[(2S)-8-Methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinolin-2-yl]methyl}-1,4-diazepan-1-yl)-quinoline-6-carbonitrile,215612,Smallmolecule,8.7,8.7,pKi,PDSPKiDatabase,465,3
(2S)-8-Methyl-2-[(4-quinolin-2-yl-1,4-diazepan-1-yl)methyl]-2,3-dihydro[1,4]dioxino[2,3-f]-quinoline,215613,Smallmolecule,8.2,8.2,pKi,PDSPKiDatabase,440,3
2-((3R)-3-Methyl-4-{[(2S)-8-methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinolin-2-yl]methyl}pipera-zin-1-yl)quinoline-6-carbonitrile,215614,Smallmolecule,UNDEFINED,8.6,pKi,PDSPKiDatabase,465,3,0
(2S)-8-Methyl-2-{[(2R)-2-methyl-4-quinolin-2-ylpiperazin-1-yl]methyl}-2,3-dihydro[1,4]dioxino-[2,3-f]quinoline,215615,Smallmolecule,UNDEFINED,8.3,pKi,PDSPKiDatabase,440,3,0
(2S)-8-Methyl-2-[(4-quinolin-2-ylpiperazin-1-yl)methyl]-2,3-dihydro[1,4]dioxino[2,3-f]quinoline,215616,Smallmolecule,UNDEFINED,7.3,pKi,PDSPKiDatabase,426,3,0
(2S)-8-Methyl-2-({4-[6-(trifluoromethoxy)quinolin-2-yl]piperazin-1-yl}methyl)-2,3-dihydro-[1,4]dioxino[2,3-f]quinoline,215617,Smallmolecule,UNDEFINED,6.8,pKi,PDSPKiDatabase,510,4,0
2-(4-{[(2S)-8-Methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinolin-2-yl]methyl}piperazin-1-yl)quino-line-6-carboxamide,215618,Smallmolecule,UNDEFINED,8.1,pKi,PDSPKiDatabase,469,4,1
2-(4-{[(2S)-8-Methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinolin-2-yl]methyl}piperazin-1-yl)-quinoline-6-carbonitrile,215619,Smallmolecule,UNDEFINED,8.4,pKi,PDSPKiDatabase,451,3,0
(2S)-2-{[4-(6-Bromoquinolin-2-yl)piperazin-1-yl]methyl}-8-methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinoline,215620,Smallmolecule,UNDEFINED,7.8,pKi,PDSPKiDatabase,504,3,0
(2S)-2-{[4-(6-Chloroquinolin-2-yl)piperazin-1-yl]methyl}-8-methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinoline,215621,Smallmolecule,UNDEFINED,6.7,pKi,PDSPKiDatabase,460,3,0
(2S)-2-{[4-(6-Fluoroquinolin-2-yl)piperazin-1-yl]methyl}-8-methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinoline,215622,Smallmolecule,UNDEFINED,7.5,pKi,PDSPKiDatabase,444,3,0
(S)-2-((4-(1H-Indol-3-yl)-5,6-dihydropyridin-1(2H)-yl)-methyl)-8-methyl-2,3-dihydro-[1,4]dioxino-[2,3-f]quinoline,215624,Smallmolecule,8.5,8.5,pKi,PDSPKiDatabase,411,3
CHEMBL1684022,58240,Smallmolecule,UNDEFINED,43,4,Human,317,4,0,2,4.2,C#CCOc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3
2-Methoxy-11-hydroxyaporphine,215035,Smallmolecule,UNDEFINED,-5,4,Human,281,1,1,3,3.2,CN1CCC2=C3C1CC4=C(C3=CC(=C2)OC)C(=CC=C4)O
(R)-6-Methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-11-ol,215036,Smallmolecule,7.3,7.3,pKi,PDSPKiDatabase,251,0
bifeprunox,215753,Smallmolecule,UNDEFINED,-4,2,Human,385,4,1,4,4.1,C1CN(CCN1CC2=CC=C(C=C2)C3=CC=CC=C3)C4=CC=CC5=C4OC(=O)N5
Cis-N-Methyl-2'-methyl-2',3'-dihydrofuro[m]aporphine,215778,Smallmolecule,UNDEFINED,1023,3,PDSPKiDatabase,291,0,0,2,3.8
2-Methoxy-10-allyl-11-hydroxy-N-methylaporphine,215779,Smallmolecule,UNDEFINED,69,3,Human,321,3,1,3,3.9,CN1CCC2=C3C1CC4=C(C3=CC(=C2)OC)C(=C(C=C4)CC=C)O
2-Methoxy-11-allyloxy-N-methylaporphine,215780,Smallmolecule,UNDEFINED,151,3,Human,321,4,0,3,4,CN1CCC2=C3C1CC4=C(C3=CC(=C2)OC)C(=CC=C4)OCC=C
N-Methyl-2'-methyl-furo[m]aporphine,215781,Smallmolecule,UNDEFINED,346,3,Human,289,0,0,2,4.5,CC1=CC2=C(O1)C3=C(CC4C5=C3C=CC=C5CCN4C)C=C2
11-Propargyloxy-N-methylaporphine,215782,Smallmolecule,UNDEFINED,707,3,Human,289,2,0,2,3.5,CN1CCC2=CC=CC3=C2C1CC4=C3C(=CC=C4)OCC#C
10-Allyl-11-hydroxy-N-methylaporphine,215783,Smallmolecule,UNDEFINED,74,3,Human,291,2,1,2,3.9,CN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)CC=C)O
11-Allyloxy-N-methylaporphine,215784,Smallmolecule,UNDEFINED,831,3,Human,291,3,0,2,4,CN1CCC2=CC=CC3=C2C1CC4=C3C(=CC=C4)OCC=C
N-Propyl-2',3'-bismethyl-furo[m]noraporphine,215785,Smallmolecule,UNDEFINED,19,3,PDSPKiDatabase,331,2,0,2,5.6
N-Propyl-2'-methyl-furo[m]noraporphine,215786,Smallmolecule,UNDEFINED,30,3,Human,317,2,0,2,5.3,CCCN1CCC2=CC=CC3=C2C1CC4=C3C5=C(C=C4)C=C(O5)C
11-(2-Butynyloxy)-N-propylnoraporphine,215787,Smallmolecule,UNDEFINED,79,3,Human,331,4,0,2,4.6,CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=CC=C4)OCC#CC
N-Propyl-2',2'-bismethyl-2',3'-dihydrofuro[m]noraporphine,215788,Smallmolecule,UNDEFINED,15,pKi,PDSPKiDatabase,333,2,0,2
10-Allyl-11-hydroxy-N-propylnoraporphine,215789,Smallmolecule,UNDEFINED,12,3,Human,319,4,1,2,4.7,CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)CC=C)O
(R)-11-(3-methylbut-2-enyloxy)-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline,215790,Smallmolecule,6.8,6.8,pKi,PDSPKiDatabase,347,5
(R)-11-(2-methylallyloxy)-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline,215791,Smallmolecule,6.4,6.4,pKi,PDSPKiDatabase,333,5
(R)-11-(allyloxy)-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline,215792,Smallmolecule,6.5,6.6,pKi,PDSPKiDatabase,319,5
11-(1-Methylallyloxy)-N-methylaporphine,215793,Smallmolecule,UNDEFINED,-,1,Human,333,5,0,2,5.2,CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=CC=C4)OC(C)C=C
(E/Z)-11-(2-butenyloxy)-N-propylnoraporphine,215794,Smallmolecule,UNDEFINED,-,1,Human,333,5,0,2,5.2,CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=CC=C4)OCC=CC
N-Methyl-2-hydroxy-2'-methyl-2',3'-dihydrofuro[m]aporphine,215795,Smallmolecule,UNDEFINED,-,1,PDSPKiDatabase,307,0,1,3,3.5
8-(1-Buten-3-yl)-11-hydroxy-N-propylnoraporphine,215796,Smallmolecule,UNDEFINED,-,1,Human,333,4,1,2,5.2,CCCN1CCC2=CC=CC3=C2C1CC4=C(C=CC(=C43)O)C(C)C=C
N-Propyl-2'-methyl-2',3'-dihydrofuro[m]noraporphine,215798,Smallmolecule,UNDEFINED,-,1,PDSPKiDatabase,319,2,0,2,4.5
10-(2-Butenyl)-11-hydroxy-N-propylnoraporphine,215799,Smallmolecule,UNDEFINED,-,1,Human,333,4,1,2,5.2,CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)C(C)C=C)O
CHEMBL1098230,8896,Smallmolecule,UNDEFINED,-4365,13,Human,260,4,1,2,4,CC(C)(C)c1ccc(SCCc2c[nH]cn2)cc1
MEMANTINE,203790,Smallmolecule,3H-8-OH-DPAT,1,37,Human,179,0,1,1,2.7,CC12CC3CC(C)(C1)CC(N)(C3)C2
Ketamine,214549,Smallmolecule,3H-8-OH-DPAT,1,18,Human,237,2,1,2,2.9,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
2-(4'-Methylaminophenyl)Benzothiazole,215955,Smallmolecule,3H-8-OH-DPAT,-18,7,Human,268,3,1,5,4.8,CNC1=CC=C(C=C1)N=NC2=CC3=C(C=C2)N=CS3
chlorprothixene,907,Smallmolecule,3H-WAY100635,-128,23,Human,315,3,0,2,5.2,CN(C)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)Cl
BROMPERIDOL,214184,Smallmolecule,3H-WAY100635,-1778,17,Human,419,6,1,3,4.5,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F
ABT-594,215594,Smallmolecule,3H-8-OH-DPAT,-2,37,Human,198,3,1,3,1.5,C1CNC1COC2=CN=C(C=C2)Cl
chloroquine,904,Smallmolecule,3H-8-OH-DPAT,-173,11,Human,319,8,1,3,4.8,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC
MESCALINE,96585,Smallmolecule,3H-8-OH-DPAT,-12,7,Human,211,5,1,4,1.2,COc1cc(CCN)cc(OC)c1OC
AMPHETAMINE,155144,Smallmolecule,3H-8-OH-DPAT,-75,6,Human,135,2,1,1,1.6,CC(N)Cc1ccccc1
Ro60-0175,214630,Smallmolecule,3H-8-OH-DPAT,-3311,4,Human,342,4,3,4,2.5,CC(CN1C=CC2=CC(=C(C=C21)Cl)F)N.C(=CC(=O)O)C(=O)O
pyrovalerone,215610,Smallmolecule,3H-8-OH-DPAT,-1,5,Human,245,5,0,2,3.4,CCCC(C(=O)C1=CC=C(C=C1)C)N2CCCC2
mephedrone,215954,Smallmolecule,3H-8-OH-DPAT,-26,8,Human,177,3,1,2,1.8,CC1=CC=C(C=C1)C(=O)C(C)NC
Perospirone,214526,Smallmolecule,[3H]WAY100635,-7,11,Human,426,6,0,6,3.4,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54
alprenolol,367,Smallmolecule,None,-23,11,Human,249,8,2,3,2.2,C=CCc1ccccc1OCC(CNC(C)C)O
alprenolol,367,Smallmolecule,None,-23,11,Human,249,8,2,3,2.2,C=CCc1ccccc1OCC(CNC(C)C)O
alprenolol,367,Smallmolecule,None,-23,11,Human,249,8,2,3,2.2,C=CCc1ccccc1OCC(CNC(C)C)O
amoxapine,399,Smallmolecule,None,-28,28,Human,313,0,1,4,3.4,Clc1ccc2c(c1)C(=Nc1c(O2)cccc1)N1CCNCC1
amoxapine,399,Smallmolecule,None,-28,28,Human,313,0,1,4,3.4,Clc1ccc2c(c1)C(=Nc1c(O2)cccc1)N1CCNCC1
astemizole,502,Smallmolecule,None,-3,41,Human,458,8,1,5,5.4,COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2
brimonidine,714,Smallmolecule,None,3,12,Human,291,1,2,5,1.8,Brc1c(ccc2c1nccn2)NC1=NCCN1
BOPINDOLOL,120777,Smallmolecule,None,1,7,Human,380,7,2,4,4.5,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
carvedilol,790,Smallmolecule,None,-14,22,Human,406,10,3,5,3.7,COc1ccccc1OCCNCC(COc1cccc2c1c1ccccc1[nH]2)O
cinnarizine,927,Smallmolecule,None,1,20,Human,368,6,0,2,5.1,c1ccc(cc1)/C=C/CN1CCN(CC1)C(c1ccccc1)c1ccccc1
clenbuterol,937,Smallmolecule,None,2,5,Human,276,3,3,3,3,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
CLOTRIMAZOLE,4711,Smallmolecule,None,-1,34,Human,344,4,0,2,5.4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
DEXFENFLURAMINE,93579,Smallmolecule,None,-1,19,Human,231,4,1,1,3.2,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
dihydroergotamine,1392,Smallmolecule,None,-24,24,Human,583,4,3,6,2.1,CN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3c1c2ccc3)C(=O)N[C@]1(C)O[C@@]2(N(C1=O)[C@@H](Cc1ccccc1)C(=O)N1[C@H]2CCC1)O
DIHYDROERGOCRISTINE,199260,Smallmolecule,None,-22,20,Human,611,5,3,6,2.7,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
ergometrine,1551,Smallmolecule,None,-13,16,Human,325,3,3,3,1.5,OC[C@@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C
fluphenazineenanthate,215982,Smallmolecule,None,-1,26,Human,549,12,0,6,6.8,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
labetalol,2235,Smallmolecule,None,1,14,Human,328,8,5,4,2.9,CC(CCc1ccccc1)NCC(c1ccc(c(c1)C(=N)O)O)O
MICONAZOLE,205195,Smallmolecule,None,10,34,Human,414,6,0,3,6.5,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
moxonidine,2567,Smallmolecule,None,4,5,Human,241,2,2,6,0.8,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
nebivolol,2716,Smallmolecule,3H-8-OH-DPAT,-6,4,Human,405,6,3,5,2.4,OC(C1CCc2c(O1)ccc(c2)F)CNCC(C1CCc2c(O1)ccc(c2)F)O
nebivolol,2716,Smallmolecule,3H-8-OH-DPAT,-6,4,Human,405,6,3,5,2.4,OC(C1CCc2c(O1)ccc(c2)F)CNCC(C1CCc2c(O1)ccc(c2)F)O
PIPAMAZINE,67457,Smallmolecule,None,-2,18,Human,401,5,1,4,4.5,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
SAQUINAVIR,9743,Smallmolecule,None,19,8,Human,670,12,5,7,3.1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
SULOCTIDIL,197406,Smallmolecule,None,3,15,Human,337,12,2,3,5.6,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
thiethylperazine,216001,Smallmolecule,None,1,9,Human,399,6,0,5,5,CCSC1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(C)CC3)C2=C1
VERAPAMIL,202310,Smallmolecule,None,1,11,Human,454,13,0,6,5.1,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
BITHIONOL,99938,Smallmolecule,None,10,12,Human,354,2,2,3,5.9,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
OXICONAZOLE,17803,Smallmolecule,None,8,15,Human,427,6,0,4,6.1,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
aripiprazolelauroxil,216027,Smallmolecule,None,-1,14,Human,659,19,0,6,8.7,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=CC=C(OCCCCN3CCN(CC3)C3=C(Cl)C(Cl)=CC=C3)C=C12
2-methyl-5-HT,81,Smallmolecule,3H-8-OH-DPAT,-33,20,Human,190,2,3,2,1.7,Cc1c(CCN)c2c([nH]1)ccc(c2)O
5-MeOT,141,Smallmolecule,None,-4,30,Human,190,3,2,2,1.7,NCCc1c[nH]c2c1cc(OC)cc2
5-(nonyloxy)-tryptamine,148,Smallmolecule,None,-114,6,Human,302,11,2,2,4.8,CCCCCCCCCOc1ccc2c(c1)c(CCN)c[nH]2
5-OH-DPAT,149,Smallmolecule,None,-218,8,Human,247,5,1,2,3.4,CCCN(C1CCc2c(C1)cccc2O)CCC
7-OH-DPAT,183,Smallmolecule,None,-45,9,Human,247,5,1,2,3.4,CCCN(C1CCc2c(C1)cc(cc2)O)CCC
7-OH-DPAT,183,Smallmolecule,None,-45,9,Human,247,5,1,2,3.4,CCCN(C1CCc2c(C1)cc(cc2)O)CCC
A-381393,198,Smallmolecule,None,-891,4,Human,320,3,1,3,3.5,Cc1ccc(cc1C)N1CCN(CC1)Cc1nc2c([nH]1)cccc2
AC-42,240,Smallmolecule,None,-25,14,Human,301,8,0,2,4.9,CCCCC1CCN(CC1)CCCC(=O)c1ccccc1C
(+)-AJ76,319,Smallmolecule,None,-8,8,Human,233,4,1,2,3.1,CCCN[C@@H]1CCc2c([C@@H]1C)cccc2OC
α-ergocryptine,355,Smallmolecule,None,-6,21,Human,575,5,3,6,2.4,CC(C[C@H]1C(=O)N2CCC[C@H]2[C@]2(N1C(=O)[C@@](O2)(NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C(C)C)O)C
amisulpride,396,Smallmolecule,3H-8-OH-DPAT,-2630,50,Human,369,7,2,6,1.3,CCN1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC
ATC0175,508,Smallmolecule,None,-,0,Human,425,5,2,5,4.1,O=C(c1ccc(c(c1)F)F)N[C@@H]1CC[C@@H](CC1)Nc1nc2ccccc2c(n1)N(C)C
brolamfetamine,719,Smallmolecule,3H-8-OH-DPAT,-1995,12,Human,273,4,1,3,2.4,COc1cc(Br)c(cc1CC(N)C)OC
clonidine,941,Smallmolecule,None,-7,19,Human,229,1,2,3,2.4,Clc1cccc(c1NC1=NCCN1)Cl
clonidine,941,Smallmolecule,None,-7,19,Human,229,1,2,3,2.4,Clc1cccc(c1NC1=NCCN1)Cl
compound1a[PMID:18573659],995,Smallmolecule,None,-9,8,Human,525,6,2,4,4.9,Brc1cc(ccc1OC1CCNCC1)CN1CC[C@@H](C1)NC(=O)c1ccc(c(c1)Cl)Cl
CP-226269,1154,Smallmolecule,None,-501,6,Human,310,3,1,3,3,Fc1ccc2c(c1)cc([nH]2)CN1CCN(CC1)c1ccccn1
CP-293019,1155,Smallmolecule,None,-562,4,Human,360,4,0,5,2.7,Fc1ccc(cc1)OC[C@@H]1CC[C@@H]2N(C1)CCN(C2)c1ncc(cn1)F
dapiprazole,1292,Smallmolecule,None,-1,9,Human,325,4,0,5,2.3,Cc1ccccc1N1CCN(CC1)CCc1nnc2n1CCCC2
donitriptan,1436,Smallmolecule,None,-125,10,Human,403,6,2,5,2.3,NCCc1c[nH]c2c1cc(OCC(=O)N1CCN(CC1)c1ccc(cc1)C#N)cc2
flunarizine,1627,Smallmolecule,None,2,23,Human,404,6,0,2,5.4,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
fluoxetine,1628,Smallmolecule,3H-8-OH-DPAT,-1862,31,Human,309,6,1,2,4.4,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F
guanabenz,1857,Smallmolecule,None,2,12,Human,230,2,2,2,1.6,NC(=N/N=C\c1c(Cl)cccc1Cl)N
histamine,1901,Smallmolecule,3H-8-OH-DPAT,-1174,23,Human,111,2,2,2,-0.1,NCCc1cnc[nH]1
ketotifen,2151,Smallmolecule,None,-6,20,Human,309,0,0,3,4,CN1CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1
levobunolol,2280,Smallmolecule,None,-4,7,Human,291,5,2,4,2.3,O[C@H](COc1cccc2c1CCCC2=O)CNC(C)(C)C
methylergonovine,2473,Smallmolecule,None,-6,15,Human,339,4,3,3,1.9,CC[C@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CO
oxymetazoline,2933,Smallmolecule,None,-12,32,Human,260,2,2,3,2.9,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C
pizotifen,3085,Smallmolecule,None,-10,13,Human,295,0,0,2,4.4,CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1
pizotifen,3085,Smallmolecule,None,-10,13,Human,295,0,0,2,4.4,CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1
pizotifen,3085,Smallmolecule,None,-10,13,Human,295,0,0,2,4.4,CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1
prazosin,3114,Smallmolecule,3H-8-OH-DPAT,-63095,33,Human,383,4,1,8,1.8,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)c1ccco1
prochlorperazine,3124,Smallmolecule,3H-WB4101,-85,32,Human,373,4,0,4,4.6,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
prochlorperazine,3124,Smallmolecule,3H-WB4101,-85,32,Human,373,4,0,4,4.6,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
promethazine,3134,Smallmolecule,None,-1,29,Human,284,3,0,3,4.2,CN(C(CN1c2ccccc2Sc2c1cccc2)C)C
propafenone,3135,Smallmolecule,None,-1,12,Human,341,11,2,4,3.2,CCCNCC(COc1ccccc1C(=O)CCc1ccccc1)O
psilocin,3169,Smallmolecule,3H-8-OH-DPAT,-4,4,Human,204,3,2,2,2,CN(CCc1c[nH]c2c1c(O)ccc2)C
quinpirole,3210,Smallmolecule,3H-8-OH-DPAT,-338,28,Human,219,2,1,2,2,CCCN1CCC[C@H]2[C@H]1Cc1cn[nH]c1C2
quinpirole,3210,Smallmolecule,3H-8-OH-DPAT,-338,28,Human,219,2,1,2,2,CCCN1CCC[C@H]2[C@H]1Cc1cn[nH]c1C2
raclopride,3229,Smallmolecule,3H-8-OH-DPAT,-2187,18,Human,346,5,2,4,2.9,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(c1OC)Cl
raclopride,3229,Smallmolecule,3H-8-OH-DPAT,-2187,18,Human,346,5,2,4,2.9,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(c1OC)Cl
